ItemID,Name,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,TotalCarbohydrate,DietaryFiber,Sugars,Protein,Calcium,Iron,IsVegetarian,Ingredients,Allergens
20eb25d5-a9bd-4b23-8cd9-ca76312165af,GF Hot Dog Bun,1.6 oz Bun,190.1084,5.0028,0g,0mg,350.1997,35.02,5.0028,5.0028,4.0023,,,True,"Water, Tapioca Starch, Brown Rice Flour (Rice Flour, Rice Bran with Germ), Canola Oil, Resistant Corn Starch, Egg Whites, Invert Cane Sugar, Tapioca Syrup, Yeast, Sugarcane Fiber, Salt, Gum (Xanthan Gum, Sodium Alginate, Guar Gum), Cultured Corn Syrup Solids, Citric Acid (Mold Inhibitor), Xanthan Gum, Enzymes.","['Eggs', 'Vegetarian']"
a93cb863-4866-40f0-845e-303fab752c35,Chicken Oscar,Each,259.1735,9.4156,2.8771,93.5533,611.8775,10.0347,1.4342,3.2001,32.8941,21.0298,0.6525,False,"Chicken Breast Bnls Sknls 48x4 oz, Asparagus Fresh 11#, Imitation Crab (Fish Protein (Alaska Pollock And/Or Pacific Whiting), Water, Corn Starch, Sorbitol, Modified Food Starch, Sugar, Contains 2% Or Less Of: Egg Whites, Salt, Soybean Oil, Natural And Artificial Crab Flavors (Swimming Crab, Snow Crab), Sodium Tripolyphosphate, Tetrasodium Pyrophosphate, Carmine, Caramel Color, Color Added.), Margarine (Vegetable Oil Blend (Palm Oil And Soybean Oil), Water, Salt, Contains Less Than 2% Of Soy Lecithin, Vegetable Mono Diglycerides, Potassium Sorbate (A Preservative), Citric Acid, Natural Artificial Flavor, Beta Carotene (Color), Vitamin A Palmitate Added, Whey.), Mix Sauce Hollandaise Knorr (Whey Protein Concentrate, Modified Corn Starch, Palm Oil, Hydrolyzed Corn Protein, Salt, Sugar, Onion Powder, Silicon Dioxide, Citric Acid, Guar Gum, Disodium Guanylate, Disodium Inosinate, Locust Bean Gum, Turmeric, Paprika, Spices, Natural Flavor, Garlic Powder, Extractives Of Paprika.), Seasoned Salt Lawry's (Salt, Sugar, Spices (Including Paprika And Tumeric), Onion, Cornstarch, Garlic, Tricalcium Phosphate (Prevents Caking), Natural Flavor, Paprika Oleoresin (For Color).)","['Eggs', 'Fish', 'Gluten', 'Milk', 'Shellfish', 'Soy', 'Wheat']"
ee6cbac9-5748-4aaf-99da-b9a3c3cc5902,Creole Pollock,Serving,98.5877,0.0353,0.0122,65.5881,551.7548,4.9866,0.7903,1.9186,19.7763,54.2555,0.1054,False,"Pollock Alaskan Fillet 4.2oz (Alaska Pollock, Water, Contains 2% Or Less Of: Potato Starch, Calcium Chloride, Sodium Alginate, Baking Soda.), Tomato Diced 6 x #10 (Tomatoes, Tomato Juice, Less Than 2% Of: Salt, Calcium Chloride, Citric Acid.), Sliced Onions, Lemon Juice (Filtered Water, Lemon Juice Concentrate, Sodium Bisulfite (Preservative), Sodium Benzoate (Preservative), Lemon Oil), Green Onion (Onion Green), Cilantro (Cilantro), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Seasoning Cajun 22 oz. (Dehydrated Garlic, Spices, Salt, Paprika (Color), Dehydrated Onion, Red Pepper.), Ground White Pepper",['Fish']
eb5a9f4c-aa11-4b67-93c5-a6913d48b4e1,Four Cheese Pizza,12 Slice Serving,125.6085,3.9999,2.0503,9.9237,199.9781,17.6796,0.5421,1.2508,4.5061,92.8385,0.988,True,"Dough Pizza Sheeted 10"" (Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Soybean Oil, Yeast, Dry Malt (Malted Barley Flour, Wheat Flour, Dextrose), Salt, Sugar, Baking Powder (Corn Starch, Sodium Bicarbonate, Sodium Acid Pyrophosphate, Sodium Aluminum Phosphate), Dough Improver (Wheat Flour, Monocalcium Phosphate, Corn Starch, Salt, Mono- And- Diglycerides, Contains 2% Or Less Of: Ascorbic Acid, Potassium Iodate & Enzyme).), Shredded Cheddar & Mont. Jack Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes And Annatto (A Natural Vegetable Color) Cellulose Added To Prevent Caking.), Shredded Cheese (Paseurized Milk, Cheese Cultures, Salt, Enzymes.), Pizza Sauce (Vine Ripened Fresh Tomatoes, Blend of Extra Virgin Olive Oil And Sunflower Oil, Salt, Oregano, Granulated Garlic, Black Pepper, And Naturally Derived Citric Acid.), Flour All Purpose H&R Gold Medal (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Flour Semolina Gold Medal 50# (Semolina (Wheat), Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid.)","['Gluten', 'Milk', 'Soy', 'Vegetarian', 'Wheat']"
a973a88f-d911-4afc-adfe-ed70babd42b3,Assorted Scones,,,,,,,,,,,,,False,,[]
0ae4e184-c420-4187-b1d2-48320f3ddd61,Meatballs with Marinara,3 Each Serving,413.743,26.4796,10.3654,118.4605,1494.7113,17.3339,1.7423,4.3554,28.3958,92.3306,2.5,False,"Meatball (Chicken Thigh Meat With Skin, Chicken Breast Meat With Rib Meat, Beef, Water, Bread Crumbs (Wheat Flour, Salt, And Yeast), Romano Cheese (Pasteurized Cow's Milk, Cheese Cultures, Salt, Enzymes), Ricotta Cheese (Whey, Part Skim Milk, Cream, Vinegar, And Xanthan Gum, Locust Bean Gum, Guar Gum [Stabilizers]), Liquid Egg Whites, Textured Vegetable Protein (Soy Protein Concentrate, Caramel Color), Contains 2% Or Less Of Salt, Dried Garlic, Spices, Parsley, Brown Sugar, Caramel Color, BHA, BHT, Disodium Inosinate And Disodium Guanylate, Citric Acid.), Marinara Sauce (Tomato Puree (Water, Tomato Paste), Diced Tomatoes, Less Than 2% Of: Sugar, Soybean Oil, Salt, Spice, Dired Garlic, Dried Onion, Olive Oil, Citric Acid, Sea Salt, Natural Flavor.)","['Eggs', 'Gluten', 'Milk', 'Soy', 'Wheat']"
19211511-2a88-490c-8d1f-f9391338b67d,Vanilla Pudding,Cup,262.6292,3.4836,2.1682,14.5149,566.8376,50.5965,0g,34.0193,6.314,364.536,0.0907,True,"2% Milk, Vanilla Pudding (Dextrose, Sugar, Modified Food Starch, Less Than 2% Of Disodium Phosphate, Tetrasodium Pyrophosphate, Tricalcium Phosphate, Natural And Artificial Flavor, Salt, Xanthan Gum, Nonfat Dry Milk, Mono And Diglycerides, Yellow 5, Yellow 6.)","['Milk', 'Vegetarian']"
d4c3d2f7-dca2-4243-965d-8623e1abc683,Sweet Potato and Sausage Hash,1/2 Cup Serving,139.4174,6.9738,1.1106,18.6634,331.7112,11.9557,2.2031,4.2418,7.1642,29.2159,0.8298,False,"Potato Sweet Diced 3/4"" Garden Cut (Sweet Potatoes (Peeled)), Pork Sausage (Pork Boston Butt, Water, Seasoning Sausage Mild (Blended of Salt, Red Pepper, Sage, Sugar, And Black Pepper).), Diced Green Pepper (Green Pepper), Diced Onion, Green Onion (Onion Green), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Spice Pepper Black Ground 18 oz (Black Pepper), Spice Paprika 18 oz (Paprika), Crushed Red Pepper (Crushed Red Pepper)",[]
50e0719f-2599-4b95-b51f-8af163c09961,Bread and Condiments,,,,,,,,,,,,,False,,[]
ba108d0d-a6f6-470c-b212-83bf6df21f62,Baked Pollock,Piece,83.6116,0.0596,0.0094,65.588,294.1847,1.74,0.29,0.1677,19.3262,51.4553,0.2192,False,"Pollock Alaskan Fillet 4.2oz (Alaska Pollock, Water, Contains 2% Or Less Of: Potato Starch, Calcium Chloride, Sodium Alginate, Baking Soda.), Water (Water), Lemon (Lemons Fresh), Herb Parsley 60 Ct. (Parsley), Spice Paprika Spanish (Paprika)",['Fish']
4b219abf-3412-41fb-be77-ea4de806e5d3,Powdered Sugar,Tablespoon,36.7599,0g,0g,0mg,0.189,9.4281,0g,9.2429,0g,0.0945,0.0057,True,"Sugar, Carnauba Wax","['Vegetarian', 'Vegan']"
67471e63-082a-4201-a9af-b0984a8a3503,Veggie and Hummus Bar,,,,,,,,,,,,,False,,[]
e833bd17-2fba-4cbe-888b-727a4cbf26d7,Scramble Toppers,,,,,,,,,,,,,False,,[]
2d12c8c0-a3cf-4c5c-9db4-91a5c89f22a1,Lohbia aur Khumbi,4 oz ladle,100.6875,3.211,0.2364,0mg,393.1392,13.3543,3.0709,2.2611,4.9998,36.6421,1.7724,True,"Peas Black Eyed 6 x #10 (Blackeye Peas, Water, Salt, Calcium Chloride, Disodium EDTA (To Preserve Color).), Tomato Diced 6 x #10 (Tomatoes, Tomato Juice, Less Than 2% Of: Salt, Calcium Chloride, Citric Acid.), Water (Water), Sliced Fresh Mushrooms (Raw Mushrooms.), Yellow Onion, Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Spice Cinnamon Stick 3"", Garlic Chopped (Minced Garlic (Peeled Garlic)), Cilantro (Cilantro), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Spice Coriander Ground 16 oz (Coriander), Ground Cumin (Cumin), Spice Cumin Whole 1# (Ground Cumin), Cayenne Pepper (Red Pepper), Spice Ground Turmeric 1# (Ground Turmeric), Spice Pepper Black Ground 18 oz (Black Pepper)","['Vegetarian', 'Vegan']"
c78a15af-c44e-413c-99c3-bfe5c9f86c2f,Yellow Squash,1/2 Cup,8.4462,0.095,0.0232,0mg,1.0558,1.7684,0.5807,1.1614,0.6387,7.9183,0.1848,True,,"['Vegetarian', 'Vegan']"
4e8bf769-3f8c-4214-92a1-a4f9d2f963e5,Peanut Butter Scotcheroo,8x10 Cut Serving,289.0637,11.395,4.5756,0mg,125.3815,44.8703,1.2385,28.5966,4.7419,17.4636,3.7377,True,"Syrup Corn Light 4 x 1 Gallon (Corn Syrup, High Fructose Corn Syrup, Water, Salt, Natural And Artificial Vanilla Flavor.), Creamy Peanut Butter (Roasted Peanuts And Sugar, Contains 2% Or Less Of Molasses, Fully Hydrogenated Vegetable Oils (Rapeseed And Soybean), Mono And Diglycerides, Salt.), Granulated Sugar (Sugar.), Rice Krispies Cereal (Rice, Sugar, Contains 2% Or Less Of Salt, Malt Flavor, Iron (Ferric Phosphate), Niacinamide, Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Hydrochloride), Folic Acid, Vitamin D3, Vitamin B12.), Chocolate Chips Semisweet (Semi-Sweet Chocolate (Sugar, Chocolate, Cocoa Butter, Milk Fat, Soy Lecithin, Natural Flavor, Milk).), Butterscotch Morsels (Sugar, Hydrogenated Vegetable Fat (Palm Kernel And/Or Palm), Nonfat Dry Milk, Lactose (Milk), Dry Buttermilk, Whey Powder (Milk), Vegetable Fat (Coconut And/Or Palm Kernel), Soy Lecithin (An Emulsifier), Yellow 6 Lake, Yellow 5 Lake, Red 40 Lake, Blue 2 Lake, Blue 1 Lake Color, Natural Flavor(s) And Artificial Flavor(s), Natural Vanilla Extract, Salt.), Creamy Peanut Butter (Roasted Peanuts And Sugar, Contains 2% Or Less Of Molasses, Fully Hydrogenated Vegetable Oils (Rapeseed And Soybean), Mono And Diglycerides, Salt.)","['Coconut', 'Gluten', 'Milk', 'Peanuts', 'Soy', 'Vegetarian']"
ef9d521e-99f4-41d7-900c-69190bd2a55e,Ranch Dip,Tablespoon,30.0005,2.5001,1.75,10.0002,138.3981,1.0,0g,0.5,0.495,20.8103,,True,"Sour Cream (Cultured Milk, Cream, Whey, Less Than 2% Of Food Starch-Modified (Corn), Sodium Phosphate, Guar Gum, Carrageenan, Calcium Sulfate, Locust Bean Gum, Potassium Sorbate (Preservative).), Dressing Mix Ranch Hidden Valley (Salt, Monosodium Glutamate, Dried Garlic, Modified Corn Starch, Spices, Dried Onion, Maltodextrin, Less Than 2% Of: Natural Flavor (Milk, Soy), Guar Gum, Calcium Stearate.)","['Milk', 'Soy', 'Vegetarian']"
f531a11a-baf4-4262-a195-03430b0d2dc5,Green Rice,,,,,,,,,,,,,False,,[]
13508055-9768-4c0f-99e8-ce37541972de,Sriracha Chili Sauce,Teaspoon,0,0g,0g,0mg,75.0,1.0,0g,0g,0g,1.0,,True,"Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate And Sodium Bisulfite As Preservatives, Xanthan Gum. Contains Sulphite (Sodium Bisulfate).","['Vegetarian', 'Vegan']"
7dd21049-7305-4e13-b9cc-9682132beb28,Mexican Fiesta Rice,1/2 Cup Serving,291.8436,1.9691,0.147,0mg,335.7271,59.8106,0.7442,1.4818,6.9041,102.1142,3.4819,True,"Rice White Long Grain Parboiled 25# (Enriched Parboiled Long Grain Rice (Parboiled Long Grain Rice, Vitamins And Minerals [Calcium (Calcium Carbonate), Iron (Iron Phosphate), Vitamin B1 (Thiamine Mononitrate), Folic Acid]).), Water (Water), Tomato Diced 6 x #10 (Tomatoes, Tomato Juice, Less Than 2% Of: Salt, Calcium Chloride, Citric Acid.), Yellow Onion, Green Pepper (Green Pepper), Base Vegetable Mirepoix Sauteed 6 x 1# (Sauteed Vegetable Puree Mix (Carrots, Onions, Celery), Salt, Sugar, Maltodextrin, Corn Oil, Less Than 2% Of Yeast Extract, Water, Potato Starch, Xanthan Gum, Natural Flavors, Carrot Juice Concentrate.), Cilantro (Cilantro), Canola Oil (Canola Oil With TBHQ And Citric Acid Added To Help Protect Flavor. Dimethylpolysiloxane, An Antifoaming Agent, Added.), Jalapeno Peppers (Jalapeno Pepper.), Garlic Chopped (Minced Garlic (Peeled Garlic)), Ground Cumin (Cumin), Iodized Salt (Salt, Sodium Silicoaluminate, Dextrose, Potassium Iodine), Spice Pepper Black Ground 18 oz (Black Pepper)",['Vegetarian']
07f0031d-6069-44c3-b1c1-a36a36d71386,Double Chocolate Snickers Cookie,Cookie,234.4742,9.9627,3.8629,8.4087,263.4877,33.32,0.8778,20.6959,2.1883,28.9929,1.0905,True,"Flour All Purpose H&R Gold Medal (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Margarine (Vegetable Oil Blend (Palm Oil And Soybean Oil), Water, Salt, Contains Less Than 2% Of Soy Lecithin, Vegetable Mono Diglycerides, Potassium Sorbate (A Preservative), Citric Acid, Natural Artificial Flavor, Beta Carotene (Color), Vitamin A Palmitate Added, Whey.), Chocolate Syrup (High Fructose Corn Syrup, Corn Syrup, Water, Cocoa, Sugar, Contains 2 Or Less Of: Potassium Sorbate, To Maintain Freshness, Xanthan Gum, Salt, Mono- And Diglycerides, Polysorbate 60, Vanillin, Artificial Flavor.), Powdered Sugar (Sugar, Carnauba Wax), Mix Pudding Instant Chocolate 24 oz. (Dextrose, Sugar, Modified Food Starch, Cocoa Processed With Alkali, Less Than 2% Disodium Phosphate, Tetrasodium Pyrophosphate, Salt, Tricalcium Phosphate, Caramel Color, Natural And Artificial Flavor, Silicon Dioxide, Emulsifier Blend (Nonfat Dry Milk, Mono And Diglycerides), Red 40.), Snickers Topping (Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin), Peanuts, Corn Syrup, Sugar, Palm Oil, Skim Milk, Lactose, Salt, Egg Whites, Artificial Flavor.), Egg Whole Frozen (Egg (Whole Frozen)), Baking Soda 24 x 1# (Sodium Bicarbonate), Flavor Vanilla Imitation (Water, Caramel Color, Artifical Flavor, Citric Acid, Sodium Benzoate (Preservative).), Spice Cream of Tartar (Potassium Bitartarate)","['Eggs', 'Gluten', 'Milk', 'Peanuts', 'Soy', 'Vegetarian', 'Wheat']"
6f395b9f-820c-430d-920f-8bb004905080,Salad Bar,,,,,,,,,,,,,False,,[]
4fc10c15-eafe-4c7f-ac95-4fd0f9403de1,Peanut Butter and Jelly Bar,,,,,,,,,,,,,False,,[]
764a1380-1804-4a48-a47b-1dde0741bd13,Chocolate Fudge Peanut Butter Bar,8x10 Cut Serving,329.537,12.6937,3.9287,0.567,94.2754,50.3743,4.42,24.3484,6.8338,31.7348,2.6979,True,"Cereal Oats Quick (Whole Grain Rolled Oats.), Granulated Sugar (Sugar.), Creamy Peanut Butter (Roasted Peanuts And Sugar, Contains 2% Or Less Of Molasses, Fully Hydrogenated Vegetable Oils (Rapeseed And Soybean), Mono And Diglycerides, Salt.), 2% Milk, Margarine (Vegetable Oil Blend (Palm Oil And Soybean Oil), Water, Salt, Contains Less Than 2% Of Soy Lecithin, Vegetable Mono Diglycerides, Potassium Sorbate (A Preservative), Citric Acid, Natural Artificial Flavor, Beta Carotene (Color), Vitamin A Palmitate Added, Whey.), Cocoa Powder (Cocoa Processed With Alkali.), Flavor Vanilla Imitation (Water, Caramel Color, Artifical Flavor, Citric Acid, Sodium Benzoate (Preservative).)","['Gluten', 'Milk', 'Peanuts', 'Soy', 'Vegetarian']"
0acf6341-fb30-4081-aec8-57f97bf97b23,Green Beans with Mushrooms,1/2 Cup Serving,34.5162,0.1653,0.037,0mg,69.4781,6.0869,2.657,1.7398,2.0193,33.0645,0.9437,True,"Whole Green Beans (Green Beans), Mushroom Sliced (Mushrooms, Water, Salt, Citric Acid And/Or Ascorbic Acid.)","['Vegetarian', 'Vegan']"
1bf25d09-e2dc-4437-818d-c5b55f5c56e8,Creamy Peanut Butter,Tablespoon,94.4983,7.9578,1.7408,0mg,69.6304,3.9789,0.9947,1.4921,3.4815,8.4551,0.4974,True,"Roasted Peanuts And Sugar, Contains 2% Or Less Of Molasses, Fully Hydrogenated Vegetable Oils (Rapeseed And Soybean), Mono And Diglycerides, Salt.","['Peanuts', 'Soy', 'Vegetarian', 'Vegan']"
d0e5ac3d-959a-4f56-992b-2fa1f4d5d1f4,Indian Chicken Biryani,Serving,136.1602,6.1894,3.5469,34.9212,230.871,12.0929,1.1493,1.2261,8.1716,31.0825,0.5145,False,"Basmati Rice (Water (Water), Rice Basmati 4x11# (Basmati Rice)), Chicken Breast Stir Fry Strip Halal (Chicken Breast.), Yellow Onion, Yogurt Dannon Plain FF 32 oz. (Cultured Grade A Reduced Fat Milk, Pectin, Vitamin D3.), Diced Tomatoes (Tomato), Butter Solids (Pasteurized Cream, Salt), Minced Garlic (Peeled Garlic), Ginger Root 30# Case (Ginger Root.), Ground Cumin (Cumin), Coarse Kosher Salt (Salt, Yellow Prussiate Of Soda), Spice Coriander Ground 16 oz (Coriander), Spice Pepper Kashmiri Chile Powder, Cilantro (Cilantro), Spice Ground Turmeric 1# (Ground Turmeric), Spice Garam Masla 9# (Spices (Including Cumin, Coriander, Cinnamon, Cardamom), Turmeric, Canola Oil.), Spice Bay Leaf Whole (Bay Leaf)",['Milk']
